id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class_raw,sub_depth,class,time,mc_window,tc_years,mc_window_index,time_dt,is_mainshock,cluster_id
82169,2009-11-22T22:07:48,-74.967,-39.634,7.0,5.9,mw,,,,,355.0,65.0,-110.0,216.0,32.0,-54.0,-6.99e+17,-1.9e+16,7.19e+17,1.77e+17,-1.16e+17,6.7e+16,USGS,,forearc,7.96626091003,forearc,2009-11-22T22:07:48,5.3,3.0006844626967832,7,2009-11-22 22:07:48+00:00,True,63
83476,2010-02-27T07:14:46,-72.136,-36.72,35.0,5.3,mw,,,,,,,,,,,,,,,,,USGS,,forearc,66.0637054443,forearc,2010-02-27T07:14:46,5.3,3.0006844626967832,8,2010-02-27 07:14:46+00:00,True,93
83472,2010-02-27T13:54:02,-71.843,-33.481,2.5,5.4,mw,,,3.2,,,,,,,,,,,,,,CSN-improved,,forearc,27.878030777,forearc,2010-02-27T13:54:02,5.3,3.0006844626967832,8,2010-02-27 13:54:02+00:00,True,87
83481,2010-02-27T14:06:45,-72.656,-37.162,23.7,5.3,mw,,,3.9,0.2,,,,,,,,,,,,,ISC-GEM,,forearc,49.8960533142,forearc,2010-02-27T14:06:45,5.3,3.0006844626967832,8,2010-02-27 14:06:45+00:00,True,94
83468,2010-02-27T15:22:54,-71.529,-35.455,35.0,5.4,mw,,,,,,,,,,,,,,,,,USGS,,forearc,69.7686309814,forearc,2010-02-27T15:22:54,5.3,3.0006844626967832,8,2010-02-27 15:22:54+00:00,True,88
83398,2010-02-27T17:24:31,-73.144,-36.451,20.0,6.2,mw,,,5.9,0.2,226.0,63.0,51.0,107.0,46.0,141.0,9.4e+17,-1.34e+18,3.9e+17,-2.1e+17,-7.4e+17,-4.5e+17,ISC-GEM,,forearc,29.9707660675,forearc,2010-02-27T17:24:31,5.3,3.0006844626967832,8,2010-02-27 17:24:31+00:00,True,42
84045,2010-03-01T02:44:45,-72.75,-35.22,18.9,5.6,mw,0.01,0.01,0.8,,302.0,29.0,32.0,183.0,75.0,115.0,1.3999999999999998e+17,4.03e+16,-1.8e+17,-3.08e+16,-2.55e+17,1.3e+17,GCMT,,forearc,23.5354042053,forearc,2010-03-01T02:44:45,5.3,3.0006844626967832,8,2010-03-01 02:44:45+00:00,True,72
84680,2010-03-05T16:46:52,-73.711,-36.845,4.131,5.5,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,19.892993927,forearc,2010-03-05T16:46:52,5.3,3.0006844626967832,8,2010-03-05 16:46:52+00:00,True,77
85308,2010-03-11T14:55:35,-71.79,-34.32,16.3,7.0,mw,0.01,0.01,0.3,,16.0,6.0,-53.0,159.0,86.0,-93.0,-5.9e+18,2.4e+17,5.66e+18,-1.27e+19,3.2e+19,2.7e+17,CSN-improved,,forearc,29.9671802521,forearc,2010-03-11T14:55:35,5.3,3.0006844626967832,8,2010-03-11 14:55:35+00:00,True,10
94770,2010-11-25T04:54:47,-69.793,-25.06,28.7,5.6,mw,,,4.2,,,,,,,,,,,,,,CSN-improved,,forearc,61.5010681152,forearc,2010-11-25T04:54:47,5.3,3.0006844626967832,8,2010-11-25 04:54:47+00:00,True,73
96048,2011-01-02T20:20:11,-74.03,-38.373,2.7601,6.9,mw,,,,,175.0,80.0,90.0,355.0,10.0,90.0,2.84e+19,-4.9e+17,-2.79e+19,2.7e+18,-5.66e+19,-5.7e+17,CSN-improved,,forearc,18.5187969208,forearc,2011-01-02T20:20:11,5.3,3.0006844626967832,8,2011-01-02 20:20:11+00:00,True,16
107218,2011-12-07T22:23:09,-71.195,-27.898,20.0,6.1,mw,,,4.9,0.1,260.0,78.0,-67.0,16.0,26.0,-151.0,1.12e+18,1.16e+17,-1.24e+18,1.61e+17,-1.09e+18,-1.29e+17,ISC-GEM,,forearc,24.0675258636,forearc,2011-12-07T22:23:09,5.3,3.0006844626967832,8,2011-12-07 22:23:09+00:00,True,52
119808,2013-01-09T15:57:22,-72.552,-34.755,6.3601,4.0,mw,,,,,,,,,,,,,,,,,CSN-improved,,forearc,22.013999939,forearc,2013-01-09T15:57:22,,,-1,2013-01-09 15:57:22+00:00,True,146
119907,2013-01-12T08:32:25,-71.121,-29.473,10.0,5.4,mw,,,,,,,,,,,,,,,,,ISC,,forearc,46.4066467285,forearc,2013-01-12T08:32:25,,,-1,2013-01-12 08:32:25+00:00,True,89
120040,2013-01-15T18:17:27,-72.767,-37.27,10.0,4.9,mw,,,,,,,,,,,,,,,,,USGS,,forearc,46.7082443237,forearc,2013-01-15T18:17:27,,,-1,2013-01-15 18:17:27+00:00,True,103
